Potential Kermode,"**It's a shame that they did this to the Bond films**

It's upsetting for Bond fans that Eon productions ran away from the lively, fun formula that sustained the franchise for 40 years. What does it leave us with? Well - this type of Bond film unfortunately. Staggeringly bland and uninteresting.  If we removed the name Bond from the film we would have no idea that we were watching a Bond movie. 

It is depressing that they flushed 40 years of fun Bond films down the toilet to satiate people who dislike classic Bond adventures. They reached for a wider audience by going all generic action film to the detriment of the Bond legacy.

Who is this unsophisticated, short, blond man in the suit? Unfortunately, _he could be anyone_ - even you or I. Bond is now a lager chugging everyman. Ian Fleming would be furious.

No chance of Craig's Bond wearing  _a strap on plastic seagull hat_ as Connery did in the classic Goldfinger (1964) - they would not dare make the films that fun and entertaining anymore.

It's a shame what they did to the Bond films."
John Chard,"If we refused to do business with villains, we'd have almost no one to trade with!

Quantum of Solace is directed by Marc Forster and written by Paul Haggis, Neil Purvis and Robert Wade, suggested from the stories written by Ian Fleming. It stars Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench, Giancarlo Giannini, Gemma Arteton & Jeffrey Wright. It is the 22nd film of the James Bond series.

Following on straight from Casino Royale, we find James Bond thirsting for revenge on those he believes responsible for Vesper Lynd's death.

Is Quantum Of Solace a great action film? Yes it surely is, is it however a great James Bond picture? Not quite, apparently, given the often venomous reaction to it from some Bond fan quarters. You wonder if Quantum Of Solace is a victim of Casino Royale's soaring success? A film that even surprised the many Daniel Craig haters. Were these internet warriors preying for a bad Bond film purely to further their argument that Craig should not be Bond? Did QOS give them smug satisfaction? Actually no it didn't, the box office and longevity of professional critiques proves this fact. Further viewings of QOS show it to be very astute in the Bond universe, where much of the charges of it not being fun enough etc just do not stick. As for not being Bondian enough? Opening car chase, a pursuit on foot that ends in a quite exhilarating rope dangle punch up, speedboat chaos, aeroplane peril with free-falling! Not Bond enough? Seriously? While it's also great to see Bond active on a motorcycle again.

The Casino Royale rebooted and re-suited offering was popular because it had an earthy make over, Daniel Craig's Bond is a fallible human being brimming with egotistical ruggedness. It's much of the same here in Quantum, where he is forced to go rouge, something that again has proved to be an itchy narrative thrust with sections of the Bond faithful. Yet as serious as he is, driven by pangs of annoyance, revenge and unanswered questions, Bond does have time to lay out a quip, there is some fun stuff their, honestly, Mother. Personally I enjoy the dark half of this Bond, ""I don't have any friends"", he wouldn't care"", and ""how many is that now?"", these are moments nearly as good as the interwoven opera blood bath and Bond drinking away his demons with 6 high velocity cocktails. Then there is Craig. Ah, Craig, Daniel Craig, again perfect in the tux and kicking arse with streetwise credibility, each scar on his nicely formed body a testament to this new rugged Bond of the people. That he rises above a relatively muddling script is testament to not only his acting ability, but also his new found acceptance in this most iconic of cinematic roles amongst the British institution that is James Bond.

The rest of the cast are a mixed bunch, Jeffrey Wright & Giancarlo Giannini are again merely making up the numbers, though the last gets to give Bond one of the film's darkest and cold inducing moments. Judi Dench of course does her usual solid M performance, swearing and growing the balls she hinted at previously, while Olga Kurylenko is very much a sparky Bond girl to savour; even if the sub-plot involving her almost feels like it was shoe-horned into the script as an added extra. Elsewhere there are problems. Casino Royale, had on the surface a weak villain, a man merely playing cards to pay off a more evil source, but he was effective. Sadly here in the Quantam universe the main villain is a hindrance to the picture. Mathieu Amalric's Dominic Greene does a good line in smarmy, but he's so weak the film nearly crumbles under the weight of his banality. The people at the house of Bond need to realise that little fish villains are only OK if we get the big daddy shark showing his/her face later in proceedings, for if this trend continues I fear the franchise could well lose the edge so well built up in Royale, and Gemma Arteton is pretty, but pretty ineffective. The locations are sumptuous, mind, and the sets are Bondian delights, with the title sequence certainly hitting the spot in spite of the quite dreadful Jack Black and Alcia Keys' theme song that accompanies the sequence. A homage to a former great Bond film sequence is respectful but a touch lazy, but QOS still overcomes its failings to be up above many action pictures of the last decade; this in spite of it being very slim line at an hour and 45 in length. Crucially, though, it pulses with Bond aggression and egotistical nous, just as Fleming wanted it. But this only comes out with further viewings...

Skyfall will be the next venture for Bond, regardless of quality we know that it will fail to appease every Bond fan on the planet. That's just the way it is with the series, so many want so many different things from their Bond. But I feel this is a good period for Bond, they do have the right man wearing the tux and as a character he is well tuned into the times, both politically and cinematically, it's now up to the makers to fuse the two and deliver a film to fully realise the rebooted franchise's potential and maybe, just maybe, win the dissenters' trust. 7/10"
DanDare,"Quantum of Solace had to follow Casino Royale which rebooted the Bond franchise with critics as well as with some of the public with a youthful, angry Bond.

Quantum of Solace starts 20 minutes after the events of Casino Royale with a fast edited but choppy car chase sequence. This is the first hint that Bond is following the Bourne films as co-editor Richard Pearson previously edited one of the Bourne films. This also highlights director's Marc Forster inexperience in making action films as many of the action sequences are hard to follow because of the way it has been edited.

The film was also hampered by the 2008 writer's strike. This meant that film went into production without a full working script which also meant that the director and even Daniel Craig allegedly wrote scenes for the film. It might explain the short running time.

The film unveils Quantum as a shady organisation with tentacles everywhere even in the heart of the British security services. The setting in Bolivia with disputes about water gives the film a political edge with a cynical look at corporations making dicey alliances with dictatorships to mutually exploit the people and plunder resources.

Forster gives the film some intriguing set pieces such the opera scene which is the meeting point for Quantum operatives which Bond infiltrates.

The short running time means the film is not overblown but with Craig at the helm it is kept lean and mean."
JPV852,"Probably liked this a bit more than the last time I saw this ('08 or '09) but still a sizable step down from Casino Royale, although I do appreciate that this is a direct sequel (whereas it seems most Bond movies are standalone). The plot isn't the best nor is the villain, albeit Mathieu Amalric does have the creep-factor going for him. The action sequences are good but not enough quieter moments.

Plus, the (kind of) twist at the end regarding Vesper really cheapened that character, having her being duped like that, seems out of character given how perceptive she was with Bond.

In any case, still a solid enough movie as a whole and I absolutely love Olga Kuryenko, shame she never really took off. **3.25/5**"
Wuchak,"_**Decent Bond flick marred by ridiculous quick-editing**_

Bond seeks justice for the death of his woman in the previous film as well as those responsible for an assassination attempt on M (Judi Dench). The trail leads from mountainous northern Italy to the rooftops of Siena, Italy, to London to Haiti and finally to the secluded desert of Bolivia and Dominic Greene (Mathieu Amalric), a world-renowned developer of green technology. Greene is intent on securing a barren area of Bolivia in exchange for assisting General Medrano stage a coup there (Joaquín Cosio). Since the CIA looks the other way, only 007 stands in Greene's way with assistance from a retired spy and two formidable beauties (Olga Kurylenko and Gemma Arterton). M wonders if she can trust Bond or if his need for vengeance has corrupted him.

Released in 2008, ""Quantum of Solace"" is the second of five Bond films with Daniel Craig as Agent 007. Craig makes for a unique James Bond and I appreciate the serious vibe of his installments.

The problem with ""Quantum of Solace,"" the 23nd Bond film (if you count 1983's non-Eon ""Never Say Never Again""), is the rapid-fire editing during the action scenes. Take, for instance, the opening chase-sequence that takes place on the tollway that leads through mountain tunnels from Nice through Monte Carlo and down to Portofino in Italy. It's a spectacularly scenic area. Unfortunately you won't see much of it here, just quick flashes; more importantly, you'll hardly understand what's going on due to the moronic fast editing. The camera switches about 3 or 4 times per second! I'm sure the filmmakers think such quick angle changes convey energy, but when it's done this fast all it does is confuse, disorient and ANNOY the viewer. It wouldn't be so bad if this was the only sequence like this but, no, after Bond's initial meeting with M (Judi Dench) there's another ridiculous rapid-fire action scene.

The filmmakers need to get a grip that James Bond is not a mindless action hero. He's too smart for that; he's the ultimate 'cool' attitude. Violence for him is an irritation resorted to only when necessary. He exists for the mental play, the checkmate and, later, the martini, shaken, not stirred; the beautiful woman too, of course. The only way the average viewer can successfully make it past the 25-minute mark of ""Quantum of Solace"" and enjoy the movie is if s/he drinks a pot of heavily-caffeinated coffee beforehand. If you do this it's an entertaining Bond picture with some effective sequences, like when Bond and Camille find themselves stuck in the remote desert after surviving a thrilling aerial combat, plus Olga (Camille) and Gemma (Strawberry Fields) are top-of-the-line, but the annoying quick-editing in the action scenes heavily mars the flick and prevents it from being in the top tier of the franchise.

The film runs 1 hour, 46 minutes, and was shot in England, Italy, Austria, Spain, Panama (standing in for Haiti), Chili (the Atacama Desert) and Baja California (the last two standing in for Bolivia).

GRADE: C+/B-"
MSB,"FULL SPOILER-FREE REVIEW @ https://www.msbreviews.com/movie-reviews/quantum-of-solace-spoiler-free-review

""Quantum of Solace is one of the biggest disappointments of the respective decade, holding a titanic drop in quality compared to its predecessor. Daniel Craig's dedicated performance isn't enough to save an over-violent James Bond flick, packed with terribly handled action sequences - shaky cam and quick cuts may be the worst technical combo in cinema - and an uninspiring, utterly boring narrative. Both the villain and the new Bond girls return to being easily forgettable cliches. Despite boasting the shortest runtime of the entire franchise, I couldn't wait for this unexpectedly poor sequel to reach its underwhelming ending. A stain that the next installment would fortunately clean…""

Rating: D"
CinemaSerf,"Whilst there is certainly loads of action in this rather procedural outing for ""James Bond"" (a rather uncharismatic Daniel Craig) there is a real dearth of a substantial story. Picking up from ""Casino Royale"" (2006), this film sees our super-spy capture elusive ""Mr White"" (Jesper Christiansen) only to have him escape in the most treacherous of fashions - putting all in MI6 at risk. Pretty quickly, ""007"" is on the trail of the ostensibly benign millionaire ""Greene"" (Mathieu Amalric) and as the escapades gather pace we realise that the industrialist has a cunning plan to manipulate a crime consortium of global proportions; to take over the government of Bolivia and to control the ebb and flow of one of that nation's most crucial resources. Thing is, though, that this is all just too weak. The story is just lacklustre and undercooked. The efforts of the baddies - Amalric, Anatole Taubman as henchman ""Elvis"" and a straight-from-central-casting Joaquín Cosio as the scheming ""Gen. Medrano"" just to don't create any sense of menace or peril. Far too much time is spent swinging from scaffolding, or trashing a rather impressive set for a performance of ""Tosca"" rather than creating a solid story with twists and turns. Again, the character of ""M"" (Dame Judi Dench) has much more of a role, and sacrilegious as it may be, she just isn't very good at it. She seemed to be wearing the same clothes for most of her scenes, too! The dialogue is rather dry, no fun innuendo or double-entendre and though quite spunky, Olga Kurylenko is no natural as ""Camille"", a girl with an axe to grind (ideally into the general's skull). It ends a bit like ""Licence to Kill"" (1989) and, indeed, is all just a bit too much of an hybrid of the other films to offer much by way of distinction. Good to see an Aston Martin back on screen, but otherwise this rather curiously titled film offers very little to write home about."
jw,"I'll make it quick. I watched this movie, and after some while I realised, I had seen this one before.

It's so forgettable, you can skip it without loss. Expect disappointment if you do watch it. It's just a run-off-the-mill action flick, basically."
John Chard,"Wrong Brother.

The early signs were not good, tales of production problems galore and
early critical notices wading in to kick the film before it had even
had a run at the theatres. The Lone Ranger seemed destined to be a
blockbuster stinker. Yet in spite of it noticeably alienating original
Lone Ranger purists, and some Western lovers as well, for a rollicking
action fun packed time then Gore Verbinski's movie delivers in spades. 

It's awash with the serial silliness of adventure films and TV shows of
yore, pitching good guys against bad guys with buddy buddy shenanigans
pulsing away at the core. The stunts are outrageously enjoyable, the
landscape photography as beautiful as it is respectful in homage to
past masters of the Western genre, while in Depp's Tonto there's a bona
fide hero to root for just as much as he makes you laugh out loud. 

This is an origin story, a tale of how John Reid (Armie Hammer) became
The Lone Ranger, and of course how the noble steed Silver and Indian
side-kick Tonto became integral to his villain fighting ways. Tom
Wilkinson and William Fitchner file in for polar opposite villain
duties, the former is the weasel business man trying to mould the West
in is own image, the latter a repugnant psychopath with a penchant for
eating human hearts! Then Helena Bonham Carter wanders in from some
Grindhouse movie for a couple of cameos that are resplendent with
sexual energy. 

It's all very wacky and wild, and rightly so, but this is not at the
expense of very good story telling. Some parts of the narrative could
have been trimmed, but as the bromance builds between our two heroes,
and Silver gets up to all sorts of comedy horse escapades, there's nary
a dull moment here. Producer Jerry Bruckheimer and director Verbinski
throw all the action staples into the pot. Chases, fights, swinging
from ropes, shoot-outs, people dangling from speeding train (pic is
bookended by awesome train sequences), grisly deaths and on it goes
from start to end. 

There's caustic asides to the machinations of organisations of the
time, from railroad magnates to the cavalry, while the catchphrases and
legends of The Lone Ranger TV series are deftly inserted into the tale.
It was interesting to see Depp come out and defend the movie against
those damning early critic reviews, it's not something he does, being
as he is very much a guy who sees acting as just a job. Bruckheimer,
Hammer and Verbinski backed Depp up, stating that some reviews were
written before the film had even been released, the big budget and
production problems clearly making this a big stinker… 

Not so, it's certainly not flawless, and those seriously into
anachronisms are likely to have kittens. But if you haven't seen it
yet, if you was put off by the venomous early reviews, then give it a
chance, you may just be surprised at just how entertaining it is. It
also looks and sounds brilliant on Blu-ray, where repeat viewings even
show Hammer to be better than first thought as that masked man. 8.5/10"
Per Gunnar Jonsson,"If this film would not have been called Lone Ranger and would not have pretended to tell the story the Lone Ranger then I would probably have considered it to be an okay movie. Maybe even a good one. However, this was supposed to be a Lone Ranger movie and that it is not!

I put this movie in the same category as the very disappointing Green Hornet movie. It is a typical case of some dumbass Hollywood producer/director taking a known name and thinks he can do what the heck he wants with it. The Lone Ranger is supposed to be the only survivor of a group of rangers, a hero as well as intelligent and so is Tonto. In this movie the Lone Ranger is a bloody lawyer, he is naïve and generally a screw up. Tonto is, well, as looney as one could expect with Jonny Depp in the role.

It is really said when you feel the best characters in the movie are the bad guys. I think Butch Cavendish is quite nicely portrayed by William Fichtner. Okay, the movie have its fun moments, a few laughs, some nice special effects and is not really poorly done as such. Unfortunately a lot of the time I phrases like “what and idiot”, “what the f…”, “this is not Lone Ranger” and so on, went through my head while watching it.

If this is the first time you have heard about the Lone Ranger, or you do not really care if the movie has anything to do with the original Lone Ranger then you probably will find this an entertaining movie. I am afraid that I was hugely disappointed."
Gimly,"(I wrote a very long and comprehensive review about this but I lost it in a browser crash so we'll have to make do with just one paragraph).

Watching _The Lone Ranger_, every now and then, I could genuinely see the spark of a good movie trying its darndest to shine through. With a lot of changes, (foremost amongst them, a change of cast in the two leads) this might have been something special, I really can see how it could have been. But that wasn't the movie we got. We got this, and it is very disappointing.

_Final rating:★★½ - Had a lot that appealed to me, didn’t quite work as a whole._"
r96sk,"It loses its way a bit at around the midway point, but all in all <em>'The Lone Ranger'</em> is a film I found entertainment in.

No doubt helped by much of the people behind 2003's <em>'Pirates of the Caribbean: The Curse of the Black Pearl'</em> - my favourite film - reuniting for this. From Johnny Depp to Gore Verbinski to Jerry Bruckheimer to Ted Elliott & Terry Rossio. Therefore, I was bound to like it.

Depp is enjoyable, as is usually the case. There are, of course, question marks as to whether he's 'right' for the role. He claims he has Native American heritage, though you enter a real grey area with all that stuff. Anyway, judging by his acting, he's fun. Armie Hammer is much better than I thought he'd be, while William Fichtner makes for a good villain. Nice to see Ruth Wilson and Helena Bonham Carter involved, also.

I like the way the story is told, involving Depp and Mason Cook. It certainly adds a sense of intrigue to events. The end scenes are also enjoyable, at least visually - I don't love the score all that much, to be honest. However, as noted at the top, the middle part of the film is less entertaining - though the finale helps pick things back up.

I've, evidently, seen better from these lot. Still, it's a very good film in my books; despite having issues."
CinemaSerf,"Relegated to a fun-fair exhibit, ""Tonto"" (Johnny Depp) regales a young visitor with tales of his adventures with the eponymous, somewhat green and naive, lawyer ""John Reid"" (Armie Hammer). It all started when ""Tonto"" rescues ""Reid"" after he was ambushed by the nasty ""Butch Cavendish"" (William Fichtner). Together with his famed white horse they now set out to right this wrong and bring this evil man to justice. What now ensues just isn't very good. It's a sort of loosely hung together series of escapades with the easy enough on the eye Hammer just far too lightweight to bring even a modicum of charisma to the role. Depp is just recreating his ""Jack Sparrow"" characterisation - just with a white pained face; and the adventure elements are predictable and frankly rather dull. It has an almost slapstick nature to it; the dialogue tries to be pithy but in the end depends too much on the style of delivery from Depp - and I found that style repetitive and unimaginative. It culminates quite entertainingly, to be fair, but this film is just way too dependant on one single character and it just didn't work well for me. At just shy of 2½ hours, it is far too long too. Maybe 45 minutes less with more emphasis on the action and a better screenplay might have helped, but as it is - this is a long, empty, watch that borders on the spoof. Fans of Depp may well disagree, but for the rest of us this is merely a vehicle for him - and not a very good one at that."
KCruz88,"Overall this movie is great! It has flaws but it still delivered.  For instance, they didn't really explore the loving side of Superman that is the reason for saving humans.  But i get it that this could just be a different interpretation of his motives. The relationship between Clark and Lois was almost spontaneous and didn't really develop. Not to mention there was so much action! Sure this is Superman and he deserves a big movie, but that action is just so mind numbing and distracts from the plot. I really did like how they explored Clarks childhood just enough to give justification to his emotions. Although there are criticism about the ending, I thought it was well made. Clark spent his entire youth listening to his father to control himself and he had to learn to make a tough decision. I think this movie has a lot of potential for a sequel if they do it right. I look forward to being able to look back on this and watch it as part of a trilogy and not a stand alone film."
Andres Gomez,"The cast is well chosen but the Amy Adams as Lois Lane. Not that she performances bad but she is just not Lois Lane.

Smart choosing to focus in Krypton. Probably, the less repeated story told about Superman.

You can really feel Christopher Nolan's touch in the script and, probably, that's the problem. It is just too similar to Batman Begins. Also, the script repeats Batman's stupidities like the way in which Klark Kent father dies or feeling that Crowe, Superman's father, has everything under control, even his own stupid death.

Tons of FX with incredible fights that may feel exhausting for some but that I think are totally justified in this character.

The OST is again in the hands of Hans Zimmer that keeps abusing of the drumming and grave sounds.

All in all, still looking forward for the next movie of this reboot."
Per Gunnar Jonsson,"I guess I am being stubbornly traditional here but this was not really the Superman that I grow up with. I am sure that a lot of people are not going to agree with me on this one but personally I was not overly thrilled with this movie.

Sure, if what you wanted was a wild action ride and unchecked destruction then this movie will most likely satisfy you. However, as a “Superman” movie it just did not feel right to me.

The original story is tweaked and tinkered with too much. The Kryptonians, not only General Zod and his minions, are portrayed in a quite negative light. Superman himself project a hugely negative aura. Lois Lane gets to meet Superman and learn who he really is before he even starts to work for The Daily Planet. And so on and so forth…

The first part of the movie with the back-flashes, with Kal-El just trying to hide, getting bullied etc. is just sad and even boring. It is not until General Zod arrives that things starts to get going. However even then they continue to tinker with things. Apparently it is now enough to breathe Krypton-like air for him to lose his powers. This is just so wrong. Actually, the entire bla bla when they try to “explain” his powers is just dumb. There is an established story behind Superman. Even though it is fantastic and unscientific just stick to it. It is a fantasy comic character after all. Leave it at that. The story itself is not bad but it is not Superman.

Having said all that, when the fighting starts, the special effects and the action definitely have a high “coolness factor”. Superman and General Zod wrecks more havoc than half a dozen Godzillas with a bad case of hangover. Actually the level of mayhem is bordering on the ridiculous but it was fun to watch. Unfortunately I have to admit that this was my enjoyment of this movie, to watch the special effects."
Peter89Spencer,"When I first saw the trailer, I was a little excited.

Man of Steel is the first of many films of what would now be known as DCEU. 

Zack Snyder did a really brilliant job directing this movie - it was amazing! Henry Cavill was superb as Superman and Michael Shannon was brilliant as Zod. And a hat tip to Russell Crowe's performance.

The best superhero film in 2013."
citizen226,"Reading other reviews, I can understand how people that grew up with the comics didn't like it.  I never grew up with the comics.  I thoroughly enjoyed this movie.  It gets a lot of hate.  I thought the story, pacing, acting, and special effects were all excellent.  The scene where he learns to fly is one of the greatest scenes in modern cinema, in my opinion.  Gives me goosebumps every time."
r96sk,"A definitive downgrade on the first film, but this sequel still entertains to a good level.

<em>'The Chronicles of Narnia: Prince Caspian'</em> is a suitably entertaining production, if not an exceptional one; though it's not far off. I like the fresh new story and the fact that all four of the youngsters remain, but the change from dark, snowy settings to plain, summer-like conditions means the film does lose some spark. There's also much less intrigue with the villains.

Georgie Henley (Lucy), William Moseley (Peter), Anna Popplewell (Susan) and Skandar Keynes (Edmund) are again enjoyable in their roles. Liam Neeson, just barely, reprises his role of Aslan - his inclusion does feel forced, as great a character as he is.

Away from those four, you have a number of new faces. Ben Barnes (Caspian), Peter Dinklage (Trumpkin), Warwick Davis (Nikabrik) and Eddie Izzard (Reepicheep) are my standouts. Barnes is solid, I liked watching Caspian. Dinklage is great, while Davis and Izzard are welcomed newbies. Like the first film, the casting here is done astutely.

They definitely should've shortened this though, the ending does drag a fair bit. There's also a couple of different moments that feel like the end, yet evidently aren't - there's certainly more than a few pacing issues.

With all that said, I still had a more than decent time watching."
xenocast,"With a movie like this you wonder how all of the otherwise, main characters will work together and support the story.

No problems here.  While as might be expected, R. Downey Jr. comes across largely central, it is still a good mix and IMHO the best scenes in the movie involve the generated Hulk character.

With that kind of successful melding of characters, Hollywood-scale egos and even computer generated characters; you have to give it up to the writers and director to make this the successful film that it is."
Gimly,"**A long format review from 2012**

My new favourite Marvel Cinematic Universe film, undoubtedly! Order goes thusly;

1. The Avengers
2. Iron Man
3. Thor
4. Captain America
5. Iron Man 2
6. The Incredible Hulk

I had the privilege of going to Sydney and watching this almost a full three weeks before it’s American release, in a special advance screening for fans and a handful of critics. I drove up and back on a day trip with my mate HRV, spent over $400 between us… So worth it.

I think perhaps my expectations of The Avengers were too high. In fact I know they were, even so, I feel that it almost managed to meet them. All but two of the fears I had about this epic were quashed without a doubt. I initially was worried about Mark Ruffalo helming the role of The Hulk/Bruce Banner after taking over from Edward Norton who was ousted after his first appearance. My complaints were completely unfounded however, as Mark Ruffalo presents us with an at least as good Marvel Hero. 

In terms of entertainment, The Avengers is one of the greatest feats ever produced. At the screening I went to, I actually missed more than a couple of lines due to the fact that the entire bloody cinema was in hysterics from some classic Joss Whedon (Director - Buffy, Angel, Firefly, Dollhouse) humour. The squabbles between these larger than life characters are not quite up to the peak that Jon Favreau’s Iron Man & Iron Man 2 sit on, but in terms of film in general, they are some of the better interactions I’ve ever seen.

The only weak points I really have to whinge about are both quite minor, and perhaps can be rectified in the MCU future. Firstly, Thor’s return to Earth (whilst brilliantly dramatic and pretty) was quite weak in terms of exposition. That said, this isn’t a Thor movie, so we don’t need to know everything that happens to him. Also, in next year’s Thor 2, it is very possible we’ll discover more specific details about the first few scenes of his return. Secondly, Loki’s army also came across to me quite weakly. In case we have any Marvel aficionados in the crowd, I won’t spoil it by telling you who they’re supposed to be, but in general the whole army was essentially a meat shield used to bump out scenes in which The Avengers get to kick ass. A very enjoyable part of the film, but one that doesn’t really drive the story at all.

I feel the only way I can adequately describe just how much you need to see this movie (in cinemas) is this: For those of you who understand me, you will be know and be aware of just how much I fucking hate the concept of Blu-Ray. I am going to buy a Blu-Ray player, a HD television, and Blu-Ray discs, just so that I will get more special features when The Avengers is released. Never have I even considered doing such a thing before.

The Avengers doesn’t get into your mind and rape it in the best way possible like Revolver or Donnie Darko. It doesn’t get into your guts and turn them with nostalgic violence like the brilliance in Doomsday or Outpost. It gets into your heart, and leaves you not just wanting, but needing more. Long live the MCU!

90%

-Gimly"
Per Gunnar Jonsson,"After the recent disappointments from Marvel, notably Thor and the abysmal second instalment of Ghost Rider, this was a pleasant experience.

The special effects are dazzling, the plot is acceptable and the heroes are not making total idiots out of themselves just because the director wanted some “depth” to their characters. Sure there is a little bickering in between them but not too much to distract from the fun.

I’ve always liked Robert Downey Jr’s portrayal of Tony Stark and his sharp tongue. I did wonder how they where going to get the Hulk in there since he’s supposed to be uncontrollable but they did it. Okay they downplayed his uncontrollability a bit but I can live with that. I absolutely loved the “puny god” scene (if you haven’t seen the film yet you’ll have to see it to know what I mean, I wont spoil it in advance).

I have to say that I found Thor himself a bit underwhelming again though. I just expect something more imposing as the good of thunder. But then I’m Scandinavian so…

Anyway, this was a great film. I enjoyed it very much."
tmdb44006625,"One of the few movies to actually make me feel like a kid again, Joss Whedon was the perfect filmmaker to do this film. Everyone gets their time to shine. The script juggles every plot point and character moment with clarity and ease. It's funny, smart, and visually jaw dropping. Definitely lived up to the five movie hype."
E.J. Cummings,"I give this 10 Stars based on it being not only better than the trailer and the hype made me thing it would be, but also that it was the first time anything the size and scope of the Marvel Cinematic universe was pulled off successfully. Having Joss direct this movie lives and dies on character interaction. This movie is on the definitive list in my opinion even just for that."
John Chard,"Everything that's happening, the things that are about to come to light, people might just need a little old fashioned.

The Avengers (AKA: Avengers Assemble) is written and directed by Joss Whedon, with Zak Penn co-writing the story. It stars Robert Downey Junior, Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner, Tom Hiddlestone, Clark Gregg, Samuel L. Jackson, Cobie Smulders and Stellan Skarsgard. Music is scored by Alan Silvestri and cinematography by Seamus McGarvey.

Asgardian outcast Loki (Hiddlestone) has struck a deal with the Chitauri to exchange the Tesseract for an army with which he can attack Earth and thus control it. With the Earth in mortal danger, S.H.I.E.L.D director Nick Fury (Jackson) activates the Avengers Initiative; a collection of super heroes and deadly assassins who, if they can actually come together as one united force, hold the fate of the Earth in their hands.

I have no real frame of reference with The Avengers comic book world, when I was young I read a bit of Spidey, Batman and was kind of partial to The Fantastic Four, but I really don't remember story lines and gave up reading that sort of stuff once sport and exams came into my life. I love movies and as I enter the later stages of my forties I'm pleased to say I have a wide range of film genre interests. I have very much enjoyed The Avengers solo films so far, with the exception of Iron Man 2 which quite frankly is average at best, but the reality is that if The Avengers failed as a movie, that Whedon got it so wrong, then I wouldn't be foaming at the mouth or proclaiming that the director be stripped naked and whipped around the streets of Hollywood! As it is, with one or two minor irks aside, The Avengers is about as much fun as I have had with a movie in quite a few years.

I wouldn't know if the makers got the essence right, or if the story is at one in the Marvel Avengers Universe, I just know that it is a right old blast and made a colossal amount of money at the box office, even trumping The Dark Knight Rises in that department. It's a film full of derring-do heroics, ripe witticisms, wonderfully staged action, simmering sexual tensions, ego collisions, charm, heart and splendid human interactions. It looks fabulous on Blu-ray, the art design, the colour photography and Silvestri's score rumbles like thunder and crackles like lightning, just as a super hero movie score should do. The cast performances are hugely enjoyable as they bounce off of one and other, feeding off the respective thespian energy with a knowing of the right tone to make this colourful comic book world be all that it can be. While Whedon, with a weight of expectation akin to Atlas holding the World on his shoulders, comes through with flying colours with astute pacing and an impressive marshaling of an acting army.

Flaws? Jackson's Nick Fury could have done with more screen time and Cobie Smulders is sadly short changed as well. The Chitauri are only really a threat because of their sheer numbers, not because of any great alien design, and, well, The Hulk CGI hasn't really advanced much from the 2008 version, but really these are small itches rather than big ones. Is The Avengers the best film of 2012? It will be seen as such for many fans of the source(s) who have waited with baited breath for this coming together of their heroes, and that notion really shouldn't irk the more highbrow film fans out there. Me? No it isn't the best film of 2012, but as I found my self perched on the edge of my seat as the finale unfurls in a wave of explosive heroic energy, and I caressed my ribs from laughing out loud, I knew then that undoubtedly The Avengers is the most fun film of 2012. 9/10"
Justin Lopez,"The Avengers is a dream movie come true for superhero fans with its group of extremely talented actors and epic champions, to create an action- packed movie with hilarious banter laced in between scenes. I love how each of the actors and actresses has portrayed each of the roles they were given."
LoganWright,"Definitely the greatest superhero movie of all time. Marvel has set the bar high with this one and so far, they're doing a good job of keeping up with that despite not being able to raise it higher!"
BradleyStewart,I found it creative of Marvel to introduce each character one by one. It really set the tone and had me looking forward to what's gonna happen.
Jane Hall,Perfect casting! You can really see and feel that the actors have great chemistry both in and out of their characters.
JessieCollins,Wonderful movie to watch if you want to be entertained and not think about the plot too much.
John Smith,"When you have a bunch of flashy superheroes fighting supernatural, extraterrestrial villains from another dimension, it can get pretty hard to highlight each of their strengths,  but Marvel pulled it off with this one!"
Justin Lopez,"The Avengers is a dream movie come true for superhero fans with its group of extremely talented actors and epic champions, to create an action- packed movie with hilarious banter laced in between scenes. I love how each of the actors and actresses has portrayed each of the roles they were given."
1RobertJohnson1,I tried my best to avoid getting carried away by the hype of this movie because nowadays most of the movies that are too much hyped end up just being disappointments but I'm glad to say that I WAS NOT DISAPPOINTED when this came out.
MichaelWilliams,One word for this movie: AWESOME. It’s an amazing film and has everything a superhero fanboy hoped for and more.
WilliamJones,One of the many things I loved in this film was the conflict between Iron Man and Captain America for leadership and how the two differ in their approach. A very unique way of building a team of superheroes.
DavidBrown1,The cast really delivered. Sure they were playing the roles of superheroes but you can really see and feel a deeper level of emotions in their performance.
JosephWilson,Kudos to the fight choreographers who designed all the action sequences for this movie. They really did a good one!
richardmiller,"If you haven't seen this film yet, do yourself a favor and remain unspoiled. This is one of the movies that need to be savored."
ThomasMoore,Good fighting sequences but camerawork feels too crazy and made it quite difficult to fully enjoy the great choreography.
Andres Gomez,More of the same ... but it is not funny any more ...
waqas akram,This is just **awesome**
